x,y
4876,2551
4876,8700
4877,1945
4877,9306
4878,3535
4878,7716
4880,1448
4880,9803
4881,445
4881,10806
4889,4402
4889,6849
4890,5077
4890,6174
4891,4719
4891,6532
4893,4135
4893,7116
4894,1307
4894,9944
4897,1723
4897,9528
4900,4458
4900,6793
4905,2434
4905,8817
4908,2350
4908,8901
4912,3123
4912,8128
4913,1080
4913,10171
4916,2272
4916,8979
4917,3619
4917,7632
4918,600
4918,10651
4920,1597
4920,9654
4922,2704
4922,8547
4926,2383
4926,8868
4928,2984
4928,8267
4930,2464
4930,8787
4932,2890
4932,8361
4934,872
4934,10379
4937,2300
4937,8951
4938,252
4938,10999
4939,1656
4939,9595
4940,2927
4940,8324
4942,448
4942,10803
4946,355
4946,10896
4947,4140
4947,7111
4950,3479
4950,7772
4954,4952
4954,6299
4958,4019
4958,7232
4959,5023
4959,6228
4960,2559
4960,8692
4961,823
4961,10428
4964,1748
4964,9503
4968,2927
4968,8324
4970,2818
4970,8433
4973,929
4973,10322
4975,5359
4975,5892
4976,4618
4976,6633
4977,3168
4977,8083
4978,4038
4978,7213
4980,3640
4980,7611
4983,3478
4983,7773
4989,5538
4989,5713
4992,4804
4992,6447
4994,239
4994,11012
4996,4325
4996,6926
4997,5257
4997,5994
5002,5532
5002,5719
5005,4713
5005,6538
5008,5434
5008,5817
5009,4518
5009,6733
5013,14
5013,11237
5014,4654
5014,6597
5015,5488
5015,5763
5018,4810
5018,6441
5020,5000
5020,6251
5022,502
5022,10749
5024,1887
5024,9364
5027,583
5027,10668
5030,4310
5030,6941
5031,4698
5031,6553
5032,1325
5032,9926
5033,4514
5033,6737
5038,4543
5038,6708
5042,2379
5042,8872
5046,4748
5046,6503
5050,613
5050,10638
5051,3852
5051,7399
5054,1750
5054,9501
5055,4140
5055,7111
5056,4483
5056,6768
5059,3406
5059,7845
5060,4307
5060,6944
5062,823
5062,10428
5063,2240
5063,9011
5064,3306
5064,7945
5066,1672
5066,9579
5067,5349
5067,5902
5069,1173
5069,10078
5071,4275
5071,6976
5075,5167
5075,6084
5077,72
5077,11179
5079,3384
5079,7867
5085,4381
5085,6870
5087,587
5087,10664
5092,1232
5092,10019
5093,5489
5093,5762
5095,696
5095,10555
5096,4818
5096,6433
5097,3247
5097,8004
5105,4878
5105,6373
5106,2351
5106,8900
5107,3413
5107,7838
5109,3162
5109,8089
5112,3044
5112,8207
5113,3205
5113,8046
5114,1148
5114,10103
5115,352
5115,10899
5119,2037
5119,9214
5121,1586
5121,9665
5123,1747
5123,9504
5129,1733
5129,9518
5130,3592
5130,7659
5134,4147
5134,7104
5135,3247
5135,8004
5136,1234
5136,10017
5137,2921
5137,8330
5139,4888
5139,6363
5142,404
5142,10847
5143,5372
5143,5879
5148,66
5148,11185
5150,462
5150,10789
5151,4937
5151,6314
5152,78
5152,11173
5153,1934
5153,9317
5157,200
5157,11051
5158,543
5158,10708
5159,5562
5159,5689
5162,4725
5162,6526
5166,4553
5166,6698
5167,2924
5167,8327
5170,2383
5170,8868
5172,5586
5172,5665
5176,2810
5176,8441
5177,4594
5177,6657
5179,4529
5179,6722
5181,3446
5181,7805
5182,2709
5182,8542
5183,1473
5183,9778
5184,788
5184,10463
5186,2535
5186,8716
5187,4001
5187,7250
5188,602
5188,10649
5189,416
5189,10835
5190,3574
5190,7677
5191,5000
5191,6251
5192,2767
5192,8484
5193,3466
5193,7785
5194,176
5194,11075
5196,5027
5196,6224
5199,288
5199,10963
5202,4717
5202,6534
5205,2469
5205,8782
5206,2095
5206,9156
5207,156
5207,11095
5208,3786
5208,7465
5212,1148
5212,10103
5213,395
5213,10856
5214,246
5214,11005
5216,2067
5216,9184
5218,414
5218,10837
5224,614
5224,10637
5225,3279
5225,7972
5226,2392
5226,8859
5227,159
5227,11092
5231,4949
5231,6302
5233,3786
5233,7465
5235,4777
5235,6474
5236,2622
5236,8629
5237,4299
5237,6952
5238,108
5238,11143
5239,1330
5239,9921
5240,4421
5240,6830
5241,437
5241,10814
5242,2061
5242,9190
5243,1112
5243,10139
5254,3757
5254,7494
5255,2313
5255,8938
5257,2943
5257,8308
5261,2581
5261,8670
5264,3147
5264,8104
5265,2915
5265,8336
5266,4733
5266,6518
5268,1552
5268,9699
5270,730
5270,10521
5274,362
5274,10889
5275,2023
5275,9228
5277,1509
5277,9742
5278,5422
5278,5829
5279,2288
5279,8963
5280,2898
5280,8353
5283,3665
5283,7586
5285,2434
5285,8817
5287,5172
5287,6079
5293,2620
5293,8631
5295,158
5295,11093
5297,3981
5297,7270
5299,796
5299,10455
5302,3757
5302,7494
5303,970
5303,10281
5305,4549
5305,6702
5307,46
5307,11205
5308,2781
5308,8470
5310,4444
5310,6807
5313,3414
5313,7837
5315,5367
5315,5884
5318,2805
5318,8446
5320,5248
5320,6003
5321,3682
5321,7569
5322,2998
5322,8253
5323,4888
5323,6363
5324,2440
5324,8811
5325,1842
5325,9409
5326,3458
5326,7793
5327,5489
5327,5762
5332,2428
5332,8823
5333,1029
5333,10222
5335,5452
5335,5799
5339,3595
5339,7656
5340,1576
5340,9675
5344,1887
5344,9364
5348,4001
5348,7250
5350,1282
5350,9969
5352,3187
5352,8064
5354,2437
5354,8814
5357,3771
5357,7480
5358,4218
5358,7033
5360,3991
5360,7260
5361,420
5361,10831
5362,2724
5362,8527
5366,1288
5366,9963
5367,1506
5367,9745
5368,4338
5368,6913
5371,4346
5371,6905
5374,2102
5374,9149
5375,2247
5375,9004
5376,4761
5376,6490
5377,4569
5377,6682
5378,154
5378,11097
5380,2474
5380,8777
5387,398
5387,10853
5388,1524
5388,9727
5389,3947
5389,7304
5390,2247
5390,9004
5393,5599
5393,5652
5394,4188
5394,7063
5396,2023
5396,9228
5397,5028
5397,6223
5398,3959
5398,7292
5401,1590
5401,9661
5403,635
5403,10616
5404,3547
5404,7704
5407,3101
5407,8150
5410,4869
5410,6382
5411,1121
5411,10130
5415,2681
5415,8570
5419,477
5419,10774
5420,827
5420,10424
5421,4038
5421,7213
5425,4870
5425,6381
5427,2147
5427,9104
5436,3860
5436,7391
5437,3078
5437,8173
5444,3824
5444,7427
5445,1126
5445,10125
5446,3490
5446,7761
5450,3331
5450,7920
5451,5147
5451,6104
5452,4390
5452,6861
5453,901
5453,10350
5456,5603
5456,5648
5457,3080
5457,8171
5458,989
5458,10262
5459,2464
5459,8787
5460,2164
5460,9087
5461,1929
5461,9322
5462,766
5462,10485
5463,4553
5463,6698
5467,2949
5467,8302
5468,3589
5468,7662
5469,1121
5469,10130
5471,4598
5471,6653
5472,1032
5472,10219
5474,3538
5474,7713
5480,824
5480,10427
5483,4382
5483,6869
5487,3984
5487,7267
5493,228
5493,11023
5494,1297
5494,9954
5495,3244
5495,8007
5496,680
5496,10571
5498,3635
5498,7616
5500,3850
5500,7401
5501,1492
5501,9759
5503,4920
5503,6331
5505,2437
5505,8814
5508,966
5508,10285
5511,3446
5511,7805
5512,5096
5512,6155
5514,2276
5514,8975
5515,2400
5515,8851
5516,4048
5516,7203
5517,518
5517,10733
5520,1180
5520,10071
5524,5189
5524,6062
5528,1978
5528,9273
5532,1672
5532,9579
5539,1099
5539,10152
5542,2381
5542,8870
5544,5533
5544,5718
5546,2202
5546,9049
5547,2381
5547,8870
5548,3940
5548,7311
5552,5492
5552,5759
5555,3194
5555,8057
5557,3852
5557,7399
5558,1019
5558,10232
5559,5090
5559,6161
5560,1813
5560,9438
5564,2361
5564,8890
5565,4774
5565,6477
5566,4086
5566,7165
5571,503
5571,10748
5572,5360
5572,5891
5580,421
5580,10830
5582,2461
5582,8790
5583,3939
5583,7312
5586,1630
5586,9621
5587,5235
5587,6016
5588,3701
5588,7550
5590,482
5590,10769
5591,5414
5591,5837
5594,3427
5594,7824
5599,1330
5599,9921
5600,3397
5600,7854
5602,1421
5602,9830
5604,3566
5604,7685
5605,4717
5605,6534
5608,5223
5608,6028
5612,4667
5612,6584
5613,1201
5613,10050
5614,2560
5614,8691
5615,4942
5615,6309
5617,287
5617,10964
5618,1969
5618,9282
5620,1029
5620,10222
5621,2241
5621,9010
5622,1064
5622,10187
5623,3614
5623,7637
5625,3621
5625,7630
5626,587
5626,10664
5630,2279
5630,8972
5633,3992
5633,7259
5637,1896
5637,9355
5638,4269
5638,6982
5640,4670
5640,6581
5641,2147
5641,9104
5642,3823
5642,7428
5643,3104
5643,8147
5646,358
5646,10893
5648,4939
5648,6312
5650,4621
5650,6630
5652,669
5652,10582
5653,2566
5653,8685
5654,2160
5654,9091
5656,4880
5656,6371
5657,901
5657,10350
5658,2340
5658,8911
5660,1199
5660,10052
5661,3084
5661,8167
5663,457
5663,10794
5665,5168
5665,6083
5666,3160
5666,8091
5668,2550
5668,8701
5672,4310
5672,6941
5674,2155
5674,9096
5683,4942
5683,6309
5686,478
5686,10773
5687,3415
5687,7836
5689,1103
5689,10148
5690,1869
5690,9382
5692,2884
5692,8367
5694,689
5694,10562
5697,4925
5697,6326
5703,243
5703,11008
5704,4141
5704,7110
5705,937
5705,10314
5706,1050
5706,10201
5708,3983
5708,7268
5709,4141
5709,7110
5713,4413
5713,6838
5714,414
5714,10837
5715,134
5715,11117
5717,2443
5717,8808
5719,77
5719,11174
5722,4023
5722,7228
5723,3398
5723,7853
5724,743
5724,10508
5727,2806
5727,8445
5728,2194
5728,9057
5733,142
5733,11109
5736,2307
5736,8944
5737,4711
5737,6540
5740,4612
5740,6639
5745,787
5745,10464
5747,5228
5747,6023
5748,1940
5748,9311
5749,579
5749,10672
5750,736
5750,10515
5751,3538
5751,7713
5752,1167
5752,10084
5753,964
5753,10287
5755,2702
5755,8549
5758,2133
5758,9118
5761,5573
5761,5678
5762,3535
5762,7716
5763,4834
5763,6417
5769,671
5769,10580
5771,1021
5771,10230
5773,1635
5773,9616
5774,4065
5774,7186
5775,1653
5775,9598
5777,3850
5777,7401
5779,3165
5779,8086
5782,4653
5782,6598
5786,5481
5786,5770
5787,4518
5787,6733
5789,2735
5789,8516
5791,3920
5791,7331
5796,4316
5796,6935
5798,3427
5798,7824
5801,5207
5801,6044
5805,1479
5805,9772
5806,714
5806,10537
5810,4273
5810,6978
5811,4677
5811,6574
5812,1231
5812,10020
5814,1733
5814,9518
5815,982
5815,10269
5816,1472
5816,9779
5817,5381
5817,5870
5821,225
5821,11026
5825,4660
5825,6591
5826,1379
5826,9872
5827,2548
5827,8703
5828,563
5828,10688
5830,4767
5830,6484
5831,1256
5831,9995
5835,4654
5835,6597
5836,2874
5836,8377
5837,3925
5837,7326
5838,632
5838,10619
5840,4653
5840,6598
5844,2005
5844,9246
5845,3244
5845,8007
5846,525
5846,10726
5847,1434
5847,9817
5848,2038
5848,9213
5851,2570
5851,8681
5852,1107
5852,10144
5854,3386
5854,7865
5855,3935
5855,7316
5857,412
5857,10839
5860,1380
5860,9871
5861,52
5861,11199
5864,4470
5864,6781
5865,5584
5865,5667
5866,2474
5866,8777
5870,254
5870,10997
5872,2066
5872,9185
5873,1944
5873,9307
5875,3113
5875,8138
5876,52
5876,11199
5879,1529
5879,9722
5880,3036
5880,8215
5881,1307
5881,9944
5882,3751
5882,7500
5884,1931
5884,9320
5885,1689
5885,9562
5886,4616
5886,6635
5887,2915
5887,8336
5889,4477
5889,6774
5890,5116
5890,6135
5898,4297
5898,6954
5904,4489
5904,6762
5906,4024
5906,7227
5907,3911
5907,7340
5908,462
5908,10789
5910,5595
5910,5656
5917,4372
5917,6879
5920,3785
5920,7466
5921,652
5921,10599
5922,342
5922,10909
5924,4714
5924,6537
5930,1775
5930,9476
5935,2467
5935,8784
5936,3293
5936,7958
5939,4048
5939,7203
5943,2335
5943,8916
5944,2810
5944,8441
5945,4318
5945,6933
5947,1725
5947,9526
5948,5138
5948,6113
5949,5436
5949,5815
5950,1597
5950,9654
5952,527
5952,10724
5953,4756
5953,6495
5954,3251
5954,8000
5955,5573
5955,5678
5956,5122
5956,6129
5957,1046
5957,10205
5958,1544
5958,9707
5959,5554
5959,5697
5960,1590
5960,9661
5962,3743
5962,7508
5964,1020
5964,10231
5965,730
5965,10521
5967,1666
5967,9585
5968,3006
5968,8245
5969,5427
5969,5824
5970,3751
5970,7500
5971,3995
5971,7256
5975,5411
5975,5840
5976,3935
5976,7316
5977,3678
5977,7573
5979,5245
5979,6006
5980,5376
5980,5875
5982,446
5982,10805
5985,1687
5985,9564
5987,5157
5987,6094
5988,2501
5988,8750
5989,2829
5989,8422
5993,3540
5993,7711
5995,5282
5995,5969
5997,5436
5997,5815
5998,201
5998,11050
5999,3774
5999,7477
6001,3761
6001,7490
6003,3716
6003,7535
6005,2305
6005,8946
6006,3212
6006,8039
6007,989
6007,10262
6008,5392
6008,5859
6011,702
6011,10549
6012,669
6012,10582
6015,2968
6015,8283
6018,300
6018,10951
6019,4406
6019,6845
6023,4483
6023,6768
6024,4622
6024,6629
6025,804
6025,10447
6028,5492
6028,5759
6031,4791
6031,6460
6032,5386
6032,5865
6034,2642
6034,8609
6036,3263
6036,7988
6043,300
6043,10951
6045,3085
6045,8166
6046,1158
6046,10093
6047,3255
6047,7996
6049,358
6049,10893
6050,3766
6050,7485
6051,1255
6051,9996
6052,4977
6052,6274
6056,2610
6056,8641
6057,4665
6057,6586
6060,183
6060,11068
6062,135
6062,11116
6063,1935
6063,9316
6065,1594
6065,9657
6067,5181
6067,6070
6069,3620
6069,7631
6070,4612
6070,6639
6071,171
6071,11080
6072,2842
6072,8409
6074,1853
6074,9398
6075,46
6075,11205
6076,3968
6076,7283
6077,3732
6077,7519
6079,3308
6079,7943
6086,4614
6086,6637
6089,1289
6089,9962
6090,1798
6090,9453
6092,2923
6092,8328
6096,2767
6096,8484
6097,3688
6097,7563
6098,79
6098,11172
6102,4994
6102,6257
6103,2871
6103,8380
6104,2708
6104,8543
6105,4701
6105,6550
6109,5286
6109,5965
6115,4033
6115,7218
6117,72
6117,11179
6118,3731
6118,7520
6119,2811
6119,8440
6122,3078
6122,8173
6123,697
6123,10554
6125,5522
6125,5729
6127,1019
6127,10232
6128,3009
6128,8242
6132,355
6132,10896
6136,4924
6136,6327
6139,5510
6139,5741
6141,369
6141,10882
6146,913
6146,10338
6147,2632
6147,8619
6149,1879
6149,9372
6150,3010
6150,8241
6152,383
6152,10868
6157,2680
6157,8571
6158,4714
6158,6537
6159,1133
6159,10118
6160,222
6160,11029
6161,236
6161,11015
6162,3011
6162,8240
6164,3621
6164,7630
6165,32
6165,11219
6166,337
6166,10914
6173,850
6173,10401
6174,4147
6174,7104
6176,4145
6176,7106
6178,1254
6178,9997
6182,4181
6182,7070
6183,2591
6183,8660
6185,77
6185,11174
6190,395
6190,10856
6194,4560
6194,6691
6197,4386
6197,6865
6199,4207
6199,7044
6200,689
6200,10562
6202,2208
6202,9043
6203,5439
6203,5812
6207,3451
6207,7800
6209,4153
6209,7098
6213,2229
6213,9022
6214,4499
6214,6752
6216,2998
6216,8253
6217,3060
6217,8191
6220,4898
6220,6353
6222,1268
6222,9983
6225,2118
6225,9133
6227,3911
6227,7340
6228,1596
6228,9655
6231,183
6231,11068
6232,3478
6232,7773
6236,2537
6236,8714
6238,4759
6238,6492
6240,1408
6240,9843
6241,5044
6241,6207
6243,1890
6243,9361
6244,4113
6244,7138
6245,2656
6245,8595
6246,2487
6246,8764
6248,3761
6248,7490
6249,855
6249,10396
6252,4318
6252,6933
6253,3816
6253,7435
6254,5429
6254,5822
6256,1221
6256,10030
6257,1195
6257,10056
6261,4319
6261,6932
6262,4519
6262,6732
6265,2349
6265,8902
6266,146
6266,11105
6267,1406
6267,9845
6270,2618
6270,8633
6271,2734
6271,8517
6273,4767
6273,6484
6275,2157
6275,9094
6278,1119
6278,10132
6279,3566
6279,7685
6280,739
6280,10512
6281,2233
6281,9018
6286,879
6286,10372
6287,3828
6287,7423
6289,3205
6289,8046
6293,4921
6293,6330
6294,134
6294,11117
6299,1816
6299,9435
6303,4807
6303,6444
6305,2037
6305,9214
6307,962
6307,10289
6309,2750
6309,8501
6310,156
6310,11095
6315,3397
6315,7854
6320,2315
6320,8936
6324,799
6324,10452
6327,2380
6327,8871
6329,5391
6329,5860
6332,761
6332,10490
6333,2583
6333,8668
6337,3913
6337,7338
6338,4214
6338,7037
6339,1563
6339,9688
6340,5473
6340,5778
6342,4616
6342,6635
6343,4631
6343,6620
6344,4240
6344,7011
6347,4402
6347,6849
6348,1621
6348,9630
6349,5390
6349,5861
6351,5081
6351,6170
6353,2239
6353,9012
6356,649
6356,10602
6359,207
6359,11044
6360,5459
6360,5792
6361,2987
6361,8264
6363,5376
6363,5875
6367,2570
6367,8681
6370,455
6370,10796
6371,4723
6371,6528
6372,2504
6372,8747
6374,2589
6374,8662
6377,761
6377,10490
6378,2313
6378,8938
6379,2184
6379,9067
6382,4895
6382,6356
6384,1853
6384,9398
6385,4696
6385,6555
6386,2172
6386,9079
6388,2307
6388,8944
6393,4308
6393,6943
6394,3939
6394,7312
6396,4954
6396,6297
6398,3060
6398,8191
6400,5011
6400,6240
6404,1232
6404,10019
6408,3291
6408,7960
6409,2241
6409,9010
6411,5066
6411,6185
6412,1640
6412,9611
6416,3602
6416,7649
6419,4994
6419,6257
6421,3910
6421,7341
6423,2083
6423,9168
6425,2535
6425,8716
6426,4519
6426,6732
6427,5470
6427,5781
6431,1214
6431,10037
6432,2584
6432,8667
6433,4463
6433,6788
6434,1796
6434,9455
6435,1460
6435,9791
6436,1021
6436,10230
6437,120
6437,11131
6438,3892
6438,7359
6440,5157
6440,6094
6442,1840
6442,9411
6444,2423
6444,8828
6445,540
6445,10711
6446,2898
6446,8353
6447,649
6447,10602
6449,3081
6449,8170
6452,3980
6452,7271
6453,131
6453,11120
6454,4213
6454,7038
6455,4223
6455,7028
6457,5584
6457,5667
6458,4003
6458,7248
6460,322
6460,10929
6461,2066
6461,9185
6462,2054
6462,9197
6464,2170
6464,9081
6467,2102
6467,9149
6470,5396
6470,5855
6471,2239
6471,9012
6475,2716
6475,8535
6478,5554
6478,5697
6480,3146
6480,8105
6481,333
6481,10918
6483,1095
6483,10156
6486,515
6486,10736
6487,4262
6487,6989
6488,3589
6488,7662
6490,7
6490,11244
6491,314
6491,10937
6492,4759
6492,6492
6496,1130
6496,10121
6497,2723
6497,8528
6498,3168
6498,8083
6503,3823
6503,7428
6506,2430
6506,8821
6507,5311
6507,5940
6510,4287
6510,6964
6511,345
6511,10906
6512,4964
6512,6287
6513,697
6513,10554
6514,4748
6514,6503
6517,4293
6517,6958
6518,1814
6518,9437
6519,4275
6519,6976
6520,2632
6520,8619
6521,4044
6521,7207
6522,5110
6522,6141
6523,2418
6523,8833
6527,4935
6527,6316
6529,975
6529,10276
6530,4880
6530,6371
6531,3641
6531,7610
6533,397
6533,10854
6534,5392
6534,5859
6536,4083
6536,7168
6537,4357
6537,6894
6539,5546
6539,5705
6541,5044
6541,6207
6546,4778
6546,6473
6548,2221
6548,9030
6551,736
6551,10515
6552,2903
6552,8348
6558,3581
6558,7670
6560,2596
6560,8655
6565,2589
6565,8662
6566,3981
6566,7270
6568,589
6568,10662
6570,2499
6570,8752
6572,2005
6572,9246
6573,4185
6573,7066
6574,3227
6574,8024
6577,4175
6577,7076
6578,2013
6578,9238
6579,292
6579,10959
6580,5572
6580,5679
6581,590
6581,10661
6584,3275
6584,7976
6587,2709
6587,8542
6589,2683
6589,8568
6590,5249
6590,6002
6595,364
6595,10887
6596,2846
6596,8405
6597,457
6597,10794
6599,2573
6599,8678
6600,3818
6600,7433
6604,2418
6604,8833
6606,2402
6606,8849
6608,5349
6608,5902
6610,927
6610,10324
6614,5386
6614,5865
6615,5024
6615,6227
6616,5534
6616,5717
6618,3940
6618,7311
6619,4863
6619,6388
6623,5010
6623,6241
6626,4593
6626,6658
6627,1356
6627,9895
6632,2234
6632,9017
6633,3749
6633,7502
6634,613
6634,10638
6636,657
6636,10594
6637,42
6637,11209
6638,4287
6638,6964
6640,5400
6640,5851
6642,5085
6642,6166
6643,2454
6643,8797
6646,3724
6646,7527
6651,510
6651,10741
6656,4898
6656,6353
6658,3120
6658,8131
6660,2805
6660,8446
6663,4419
6663,6832
6668,2051
6668,9200
6669,932
6669,10319
6674,2605
6674,8646
6676,108
6676,11143
6678,5524
6678,5727
6679,3266
6679,7985
6680,739
6680,10512
6682,1455
6682,9796
6684,4268
6684,6983
6685,1243
6685,10008
6686,4096
6686,7155
6688,5061
6688,6190
6690,3358
6690,7893
6692,4353
6692,6898
6693,3226
6693,8025
6694,1025
6694,10226
6697,2428
6697,8823
6698,3291
6698,7960
6700,4686
6700,6565
6701,32
6701,11219
6704,3846
6704,7405
6706,2751
6706,8500
6707,1125
6707,10126
6708,4372
6708,6879
6710,4304
6710,6947
6711,3724
6711,7527
6714,4681
6714,6570
6715,4908
6715,6343
6717,3957
6717,7294
6720,4892
6720,6359
6721,2360
6721,8891
6722,3766
6722,7485
6723,929
6723,10322
6727,2148
6727,9103
6729,702
6729,10549
6730,1993
6730,9258
6731,3196
6731,8055
6732,3641
6732,7610
6734,1906
6734,9345
6736,4975
6736,6276
6738,744
6738,10507
6739,1180
6739,10071
6740,2846
6740,8405
6742,1
6742,11250
6743,2467
6743,8784
6744,4743
6744,6508
6746,2542
6746,8709
6747,3267
6747,7984
6748,2385
6748,8866
6750,4701
6750,6550
6751,779
6751,10472
6753,3602
6753,7649
6754,3595
6754,7656
6758,2814
6758,8437
6759,864
6759,10387
6760,2560
6760,8691
6761,3358
6761,7893
6762,4563
6762,6688
6763,5269
6763,5982
6769,5448
6769,5803
6770,1747
6770,9504
6771,4207
6771,7044
6775,614
6775,10637
6777,954
6777,10297
6778,1759
6778,9492
6779,4320
6779,6931
6781,3983
6781,7268
6785,937
6785,10314
6789,3729
6789,7522
6792,4921
6792,6330
6793,4054
6793,7197
6796,3162
6796,8089
6797,981
6797,10270
6798,4626
6798,6625
6799,4301
6799,6950
6800,317
6800,10934
6803,1395
6803,9856
6804,2195
6804,9056
6806,482
6806,10769
6807,5334
6807,5917
6808,1445
6808,9806
6816,171
6816,11080
6817,239
6817,11012
6821,3905
6821,7346
6825,1752
6825,9499
6826,2903
6826,8348
6828,1603
6828,9648
6829,271
6829,10980
6830,3624
6830,7627
6831,3412
6831,7839
6834,333
6834,10918
6835,1587
6835,9664
6837,5122
6837,6129
6840,2674
6840,8577
6847,120
6847,11131
6848,3991
6848,7260
6851,1967
6851,9284
6859,1140
6859,10111
6860,4656
6860,6595
6862,2477
6862,8774
6864,5434
6864,5817
6866,1444
6866,9807
6867,1424
6867,9827
6871,2216
6871,9035
6876,932
6876,10319
6877,5335
6877,5916
6878,1395
6878,9856
6882,4117
6882,7134
6886,1254
6886,9997
6889,3451
6889,7800
6890,3592
6890,7659
6891,953
6891,10298
6893,3683
6893,7568
6894,3576
6894,7675
6896,3415
6896,7836
6897,5269
6897,5982
6898,4435
6898,6816
6899,5061
6899,6190
6901,3681
6901,7570
6904,3126
6904,8125
6905,5179
6905,6072
6906,5027
6906,6224
6910,2923
6910,8328
6911,5488
6911,5763
6912,1691
6912,9560
6913,3184
6913,8067
6914,4486
6914,6765
6919,1411
6919,9840
6920,4185
6920,7066
6921,680
6921,10571
6922,647
6922,10604
6924,3183
6924,8068
6926,4969
6926,6282
6931,3678
6931,7573
6932,4458
6932,6793
6933,1962
6933,9289
6934,3733
6934,7518
6935,90
6935,11161
6937,3798
6937,7453
6938,3113
6938,8138
6940,874
6940,10377
6941,4003
6941,7248
6943,3143
6943,8108
6945,2569
6945,8682
6946,4343
6946,6908
6947,3916
6947,7335
6949,322
6949,10929
6950,1765
6950,9486
6953,1210
6953,10041
6955,899
6955,10352
6957,2965
6957,8286
6958,4135
6958,7116
6959,5427
6959,5824
6962,4631
6962,6620
6963,4733
6963,6518
6966,4436
6966,6815
6973,5228
6973,6023
6975,1344
6975,9907
6978,2827
6978,8424
6980,1935
6980,9316
6981,3875
6981,7376
6983,1596
6983,9655
6984,4937
6984,6314
6989,4085
6989,7166
6990,5360
6990,5891
6992,3975
6992,7276
6997,1078
6997,10173
6999,4688
6999,6563
7001,2680
7001,8571
7002,3016
7002,8235
7011,3160
7011,8091
7012,1
7012,11250
7015,518
7015,10733
7016,1467
7016,9784
7017,5033
7017,6218
7018,1675
7018,9576
7025,201
7025,11050
7028,3053
7028,8198
7029,2865
7029,8386
7030,5409
7030,5842
7031,1435
7031,9816
7034,5514
7034,5737
7039,757
7039,10494
7044,4088
7044,7163
7049,3917
7049,7334
7051,5515
7051,5736
7053,3386
7053,7865
7057,5172
7057,6079
7058,1699
7058,9552
7061,2616
7061,8635
7071,3865
7071,7386
7073,5119
7073,6132
7074,5138
7074,6113
7076,1922
7076,9329
7077,855
7077,10396
7078,5586
7078,5665
7084,3080
7084,8171
7085,397
7085,10854
7087,1993
7087,9258
7088,2566
7088,8685
7090,4715
7090,6536
7091,5577
7091,5674
7093,4432
7093,6819
7096,539
7096,10712
7097,5277
7097,5974
7101,2232
7101,9019
7102,4004
7102,7247
7104,624
7104,10627
7106,1356
7106,9895
7108,5024
7108,6227
7112,608
7112,10643
7113,3222
7113,8029
7114,1744
7114,9507
7115,4307
7115,6944
7116,4924
7116,6327
7117,3030
7117,8221
7118,539
7118,10712
7119,4406
7119,6845
7120,448
7120,10803
7121,862
7121,10389
7122,5531
7122,5720
7123,144
7123,11107
7127,2360
7127,8891
7128,4650
7128,6601
7134,4374
7134,6877
7135,948
7135,10303
7139,3875
7139,7376
7140,4489
7140,6762
7141,1139
7141,10112
7142,4913
7142,6338
7143,4930
7143,6321
7144,4813
7144,6438
7149,783
7149,10468
7150,4696
7150,6555
7151,2781
7151,8470
7152,504
7152,10747
7153,4410
7153,6841
7154,4838
7154,6413
7158,799
7158,10452
7159,4634
7159,6617
7160,1444
7160,9807
7161,2735
7161,8516
7162,1965
7162,9286
7166,813
7166,10438
7170,3985
7170,7266
7171,2618
7171,8633
7172,3466
7172,7785
7173,2974
7173,8277
7174,745
7174,10506
7176,3388
7176,7863
7177,3409
7177,7842
7181,779
7181,10472
7182,2155
7182,9096
7183,1164
7183,10087
7186,1014
7186,10237
7187,5471
7187,5780
7194,5268
7194,5983
7196,2979
7196,8272
7198,56
7198,11195
7199,3860
7199,7391
7200,4964
7200,6287
7201,661
7201,10590
7202,657
7202,10594
7203,5090
7203,6161
7204,4841
7204,6410
7205,4104
7205,7147
7206,4901
7206,6350
7207,458
7207,10793
7208,3249
7208,8002
7211,5277
7211,5974
7212,3030
7212,8221
7215,5067
7215,6184
7217,2050
7217,9201
7219,3698
7219,7553
7221,2402
7221,8849
7223,4044
7223,7207
7224,3824
7224,7427
7225,313
7225,10938
7226,481
7226,10770
7227,4416
7227,6835
7229,593
7229,10658
7231,4033
7231,7218
7233,3016
7233,8235
7235,806
7235,10445
7236,3932
7236,7319
7237,2337
7237,8914
7239,3689
7239,7562
7242,4686
7242,6565
7243,3273
7243,7978
7247,1145
7247,10106
7250,3794
7250,7457
7252,4153
7252,7098
7253,1082
7253,10169
7255,4273
7255,6978
7256,1377
7256,9874
7259,4224
7259,7027
7266,246
7266,11005
7267,3715
7267,7536
7269,4685
7269,6566
7271,2264
7271,8987
7272,159
7272,11092
7273,4807
7273,6444
7274,1644
7274,9607
7277,4828
7277,6423
7280,5188
7280,6063
7283,1231
7283,10020
7285,1082
7285,10169
7286,4145
7286,7106
7290,2367
7290,8884
7293,3682
7293,7569
7297,421
7297,10830
7299,1427
7299,9824
7304,4024
7304,7227
7310,3752
7310,7499
7312,3674
7312,7577
7313,2388
7313,8863
7314,2681
7314,8570
7315,314
7315,10937
7319,5583
7319,5668
7322,5015
7322,6236
7326,1922
7326,9329
7330,4061
7330,7190
7333,4476
7333,6775
7334,867
7334,10384
7337,642
7337,10609
7338,5470
7338,5781
7339,1282
7339,9969
7342,1090
7342,10161
